-1593.885,202.0
-1591.842,176.0
-1589.918,156.0
-1587.895,170.0
-1585.847,191.0
-1583.888,175.0
-1581.951,188.0
-1579.886,200.0
-1577.907,203.0
-1575.967,226.0
-1573.946,191.0
-1571.842,219.0
-1569.861,154.0
-1567.92,211.0
-1565.86,218.0
-1563.799,174.0
-1561.778,151.0
-1559.732,216.0
-1557.683,209.0
-1555.539,219.0
-1553.517,171.0
-1551.476,206.0
-1549.454,206.0
-1547.521,219.0
-1545.518,160.0
-1543.626,220.0
-1541.552,178.0
-1539.562,169.0
-1537.611,232.0
-1535.51,228.0
-1533.553,176.0
-1531.556,212.0
-1529.464,217.0
-1527.499,187.0
-1525.479,207.0
-1523.477,174.0
-1521.453,220.0
-1519.386,162.0
-1517.261,252.0
-1515.218,181.0
-1513.193,250.0
-1511.266,182.0
-1509.237,194.0
-1507.294,166.0
-1505.162,211.0
-1503.294,214.0
-1501.236,228.0
-1499.175,180.0
-1497.177,195.0
-1495.077,233.0
-1493.021,181.0
-1491.037,198.0
-1488.938,174.0
-1486.733,211.0
-1484.8,188.0
-1482.595,168.0
-1480.619,219.0
-1478.573,284.0
-1476.56,282.0
-1474.489,200.0
-1472.652,236.0
-1470.483,227.0
-1468.554,186.0
-1466.462,252.0
-1464.471,212.0
-1462.35,218.0
-1460.23,222.0
-1458.241,198.0
-1456.145,187.0
-1454.088,243.0
-1452.137,219.0
-1450.052,256.0
-1448.032,231.0
-1446.04,208.0
-1443.898,232.0
-1441.813,240.0
-1439.844,270.0
-1437.7,253.0
-1435.737,211.0
-1433.709,203.0
-1431.723,274.0
-1429.726,241.0
-1427.677,239.0
-1425.65,222.0
-1423.69,245.0
-1421.606,218.0
-1419.636,221.0
-1417.701,228.0
-1415.731,230.0
-1413.742,199.0
-1411.853,255.0
-1409.923,247.0
-1407.91,273.0
-1405.93,214.0
-1403.838,217.0
-1401.792,208.0
-1399.625,214.0
-1397.685,298.0
-1395.564,253.0
-1393.581,265.0
-1391.581,287.0
-1389.443,247.0
-1387.441,180.0
-1385.368,274.0
-1383.122,224.0
-1381.187,228.0
-1379.022,224.0
-1376.999,203.0
-1374.919,224.0
-1372.962,279.0
-1370.835,225.0
-1368.764,246.0
-1366.537,216.0
-1364.545,278.0
-1362.51,335.0
-1360.542,246.0
-1358.413,278.0
-1356.445,198.0
-1354.414,264.0
-1352.303,198.0
-1350.163,271.0
-1348.218,320.0
-1346.301,207.0
-1344.273,264.0
-1342.402,256.0
-1340.498,268.0
-1338.543,275.0
-1336.477,255.0
-1334.582,241.0
-1332.5,292.0
-1330.419,319.0
-1328.553,254.0
-1326.501,228.0
-1324.497,231.0
-1322.624,227.0
-1320.658,240.0
-1318.589,250.0
-1316.625,273.0
-1314.582,264.0
-1312.579,271.0
-1310.662,263.0
-1308.691,239.0
-1306.772,262.0
-1304.83,333.0
-1302.991,233.0
-1300.919,254.0
-1299.047,264.0
-1296.983,316.0
-1294.898,259.0
-1292.866,269.0
-1290.877,292.0
-1288.954,273.0
-1286.94,279.0
-1285.081,238.0
-1283.042,264.0
-1281.077,261.0
-1279.187,337.0
-1277.182,223.0
-1275.307,210.0
-1273.32,305.0
-1271.295,280.0
-1269.535,334.0
-1267.551,265.0
-1265.643,309.0
-1263.485,277.0
-1261.596,362.0
-1259.625,264.0
-1257.632,297.0
-1255.625,281.0
-1253.649,283.0
-1251.653,244.0
-1249.799,288.0
-1247.683,195.0
-1245.73,266.0
-1243.654,277.0
-1241.777,320.0
-1239.696,301.0
-1237.785,297.0
-1235.933,283.0
-1234.012,234.0
-1232.051,298.0
-1230.077,235.0
-1228.289,249.0
-1226.298,246.0
-1224.287,263.0
-1222.411,239.0
-1220.417,227.0
-1218.456,330.0
-1216.428,262.0
-1214.634,250.0
-1212.597,315.0
-1210.761,288.0
-1208.818,269.0
-1206.809,268.0
-1204.747,327.0
-1202.971,259.0
-1201.031,291.0
-1199.178,294.0
-1197.128,291.0
-1195.136,242.0
-1193.187,242.0
-1191.273,236.0
-1189.279,272.0
-1187.282,266.0
-1185.431,261.0
-1183.56,246.0
-1181.679,263.0
-1179.663,237.0
-1177.768,279.0
-1175.781,309.0
-1173.819,265.0
-1171.727,282.0
-1169.827,316.0
-1167.823,291.0
-1165.88,236.0
-1163.803,267.0
-1161.949,303.0
-1160.001,274.0
-1157.97,254.0
-1155.892,225.0
-1154.113,285.0
-1152.069,297.0
-1150.241,289.0
-1148.291,297.0
-1146.395,260.0
-1144.555,295.0
-1142.61,246.0
-1140.565,265.0
-1138.466,250.0
-1136.374,321.0
-1134.518,288.0
-1132.416,290.0
-1130.474,308.0
-1128.421,254.0
-1126.451,237.0
-1124.598,240.0
-1122.569,262.0
-1120.498,254.0
-1118.514,255.0
-1116.467,271.0
-1114.516,252.0
-1112.51,311.0
-1110.55,285.0
-1108.716,268.0
-1106.678,307.0
-1104.705,258.0
-1102.576,263.0
-1100.545,257.0
-1098.526,250.0
-1096.57,261.0
-1094.669,321.0
-1092.678,262.0
-1090.683,241.0
-1088.601,251.0
-1086.565,278.0
-1084.621,255.0
-1082.483,236.0
-1080.581,250.0
-1078.643,253.0
-1076.565,270.0
-1074.625,259.0
-1072.735,296.0
-1070.702,249.0
-1068.628,283.0
-1066.585,274.0
-1064.476,265.0
-1062.42,302.0
-1060.331,283.0
-1058.374,299.0
-1056.457,263.0
-1054.427,289.0
-1052.318,263.0
-1050.279,265.0
-1048.299,280.0
-1046.317,255.0
-1044.26,317.0
-1042.25,286.0
-1040.216,338.0
-1038.255,282.0
-1036.275,282.0
-1034.208,295.0
-1032.287,253.0
-1030.184,282.0
-1028.297,287.0
-1026.168,272.0
-1024.285,286.0
-1022.223,295.0
-1020.34,274.0
-1018.361,279.0
-1016.378,303.0
-1014.174,290.0
-1012.103,323.0
-1010.135,286.0
-1007.981,219.0
-1006.091,266.0
-1004.081,301.0
-1001.974,256.0
-999.993,283.0
-997.953,265.0
-995.955,262.0
-993.829,260.0
-991.858,228.0
-989.793,235.0
-987.734,235.0
-985.58,280.0
-983.624,344.0
-981.619,337.0
-979.589,268.0
-977.519,313.0
-975.269,289.0
-973.3,299.0
-971.208,354.0
-969.085,279.0
-967.102,264.0
-965.086,277.0
-963.196,278.0
-961.226,247.0
-959.255,203.0
-957.229,231.0
-955.254,280.0
-953.289,275.0
-951.488,278.0
-949.492,280.0
-947.665,292.0
-945.712,311.0
-943.673,269.0
-941.706,288.0
-939.683,260.0
-937.575,280.0
-935.545,239.0
-933.485,270.0
-931.526,305.0
-929.443,265.0
-927.443,287.0
-925.416,276.0
-923.461,271.0
-921.514,236.0
-919.493,273.0
-917.436,241.0
-915.384,294.0
-913.453,300.0
-911.486,298.0
-909.548,288.0
-907.638,267.0
-905.588,299.0
-903.564,294.0
-901.448,300.0
-899.207,338.0
-897.305,267.0
-895.201,254.0
-893.151,280.0
-891.275,301.0
-889.284,350.0
-887.221,301.0
-885.367,344.0
-883.341,306.0
-881.185,245.0
-879.381,268.0
-877.292,284.0
-875.436,263.0
-873.332,274.0
-871.515,241.0
-869.494,298.0
-867.326,254.0
-865.415,313.0
-863.355,310.0
-861.326,248.0
-859.292,306.0
-857.189,280.0
-855.291,255.0
-853.275,233.0
-851.144,225.0
-849.118,281.0
-847.154,285.0
-845.152,281.0
-843.201,287.0
-841.085,286.0
-839.095,252.0
-837.061,205.0
-835.191,294.0
-833.153,285.0
-831.197,326.0
-829.243,314.0
-827.236,248.0
-825.178,305.0
-823.258,303.0
-821.329,259.0
-819.41,278.0
-817.486,262.0
-815.53,280.0
-813.454,285.0
-811.582,323.0
-809.579,310.0
-807.709,264.0
-805.576,273.0
-803.7,283.0
-801.668,299.0
-799.825,343.0
-797.892,301.0
-795.828,290.0
-793.719,308.0
-791.703,248.0
-789.691,309.0
-787.663,321.0
-785.818,276.0
-783.69,296.0
-781.689,326.0
-779.669,309.0
-777.496,276.0
-775.565,334.0
-773.544,247.0
-771.443,272.0
-769.542,323.0
-767.534,244.0
-765.523,303.0
-763.511,291.0
-761.553,297.0
-759.57,229.0
-757.443,272.0
-755.54,295.0
-753.685,309.0
-751.568,288.0
-749.69,324.0
-747.667,263.0
-745.691,317.0
-743.737,266.0
-741.688,264.0
-739.453,269.0
-737.53,287.0
-735.566,245.0
-733.616,301.0
-731.528,220.0
-729.712,222.0
-727.753,269.0
-725.74,261.0
-723.742,267.0
-721.672,287.0
-719.672,288.0
-717.707,272.0
-715.786,260.0
-713.927,295.0
-711.956,237.0
-709.949,306.0
-708.055,253.0
-706.03,295.0
-703.881,292.0
-701.858,243.0
-699.79,194.0
-697.75,353.0
-695.788,322.0
-693.704,227.0
-691.803,256.0
-689.749,254.0
-687.797,279.0
-685.783,218.0
-683.809,251.0
-681.866,327.0
-679.828,328.0
-677.899,238.0
-675.903,294.0
-673.959,229.0
-671.875,329.0
-669.654,296.0
-667.715,333.0
-665.559,271.0
-663.429,333.0
-661.468,273.0
-659.466,333.0
-657.375,270.0
-655.437,245.0
-653.46,289.0
-651.322,230.0
-649.234,286.0
-647.168,272.0
-645.115,233.0
-643.148,345.0
-641.028,295.0
-638.995,245.0
-637.027,248.0
-634.976,302.0
-632.956,280.0
-630.878,245.0
-628.797,284.0
-626.95,299.0
-624.91,246.0
-622.895,291.0
-620.829,238.0
-618.775,285.0
-616.725,301.0
-614.742,225.0
-612.68,291.0
-610.664,353.0
-608.586,272.0
-606.651,298.0
-604.618,244.0
-602.704,257.0
-600.676,299.0
-598.796,264.0
-596.751,290.0
-594.621,280.0
-592.496,225.0
-590.553,274.0
-588.472,268.0
-586.389,302.0
-584.26,246.0
-582.143,266.0
-580.018,294.0
-578.054,289.0
-575.974,280.0
-573.988,289.0
-571.859,321.0
-569.824,349.0
-567.896,289.0
-565.913,290.0
-563.842,276.0
-562.036,291.0
-560.056,263.0
-558.003,234.0
-555.917,242.0
-553.944,257.0
-551.951,195.0
-549.82,335.0
-547.794,272.0
-545.706,246.0
-543.664,301.0
-541.562,293.0
-539.378,367.0
-537.184,291.0
-535.238,340.0
-533.262,262.0
